#.t	.Aer_Anox_ZP.C(S_A)	.Aer_Anox_ZP.C(S_F)	.Aer_Anox_ZP.C(S_I)	.Aer_Anox_ZP.C(S_N2O)	.Aer_Anox_ZP.C(S_NH)	.Aer_Anox_ZP.C(S_NO)	.Aer_Anox_ZP.C(S_NO2)	.Aer_Anox_ZP.C(S_NO3)	.Aer_Anox_ZP.C(S_O)	.Aer_Anox_ZP.C(X_BA1)	.Aer_Anox_ZP.C(X_BA2)	.Aer_Anox_ZP.C(X_H)	.Aer_Anox_ZP.C(X_TSS)	.Aer_Anox_ZP.FluxN2O_gas
#d	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/d
       0	0.449869	 4.21568	  42.742	0.0460128	  2.3963	0.0565285	0.492947	0.0173533	 1.80465	 98.8969	 4.30192	 376.727	 3082.91	 92803.7
0.00347222	0.503954	 4.11584	  42.742	0.145253	 2.30163	0.0936152	 0.49681	0.0471582	 1.72413	 98.9098	 4.30392	 376.539	    3083	  292958
0.00694444	0.543254	 4.04304	  42.742	0.186184	 2.23281	0.0983245	0.547182	0.0739334	  1.6704	 98.9193	 4.30572	 376.345	 3083.12	  375508
0.0104167	0.566401	 3.92381	  42.742	0.209028	 2.17193	0.0990702	0.575054	0.0989582	 1.64837	 98.9274	 4.30744	 376.172	 3083.29	  421577
0.0138889	0.580073	 3.79935	  42.742	0.221573	 2.11783	0.0999318	0.598688	0.122077	 1.64321	 98.9345	 4.30906	 376.003	 3083.47	  446876
0.0173611	0.588102	 3.67651	  42.742	0.230399	 2.06803	0.101273	  0.6203	0.143866	 1.64597	 98.9408	 4.31062	 375.836	 3083.66	  464675
0.0208333	0.592545	 3.55616	  42.742	0.238237	 2.02069	0.102877	0.640349	0.164607	 1.65237	 98.9468	 4.31212	  375.67	 3083.86	  480479
0.0243056	0.594671	 3.43973	  42.742	0.246072	  1.9752	0.104626	0.659503	0.184464	 1.66069	 98.9524	 4.31358	 375.503	 3084.05	  496280
0.0277778	0.595312	 3.32779	  42.742	0.254216	 1.93121	0.106457	0.678041	 0.20357	  1.6701	 98.9577	 4.31501	 375.336	 3084.25	  512702
 0.03125	0.595006	 3.22072	  42.742	0.262745	 1.88852	0.108346	0.696095	0.222022	 1.68023	 98.9628	 4.31641	 375.168	 3084.44	  529900
0.0347222	0.594135	 3.11862	  42.742	0.271647	 1.84698	0.110281	0.713755	0.239914	 1.69084	 98.9677	 4.31778	 374.999	 3084.63	  547852
0.0381944	0.592944	 3.02161	  42.742	0.280899	  1.8065	0.112258	 0.73106	0.257312	 1.70184	 98.9723	 4.31914	 374.829	 3084.81	  566508
0.0416667	0.591601	 2.92967	  42.742	0.290461	   1.767	0.114276	0.748033	0.274283	 1.71313	 98.9767	 4.32047	 374.657	 3084.99	  585788
0.0451389	0.590215	 2.84275	  42.742	0.300298	 1.72843	0.116334	 0.76468	0.290876	 1.72467	 98.9809	  4.3218	 374.485	 3085.17	  605624
0.0486111	0.588856	  2.7608	  42.742	0.310376	 1.69073	0.118431	0.780992	0.307136	 1.73643	  98.985	 4.32311	 374.311	 3085.34	  625947
0.0520833	0.587566	 2.68369	  42.742	0.320659	 1.65388	0.120569	0.796961	0.323103	  1.7484	 98.9888	 4.32441	 374.136	 3085.51	  646681
0.0555556	0.586366	 2.61123	  42.742	0.331109	 1.61782	0.122745	0.812575	0.338814	 1.76054	 98.9925	  4.3257	  373.96	 3085.68	  667753
0.0590278	0.585271	 2.54339	  42.742	0.341695	 1.58256	 0.12496	0.827801	0.354291	 1.77286	 98.9959	 4.32699	 373.783	 3085.84	  689097
  0.0625	 0.58428	 2.47987	  42.742	0.352377	 1.54805	 0.12721	0.842632	0.369566	 1.78533	 98.9992	 4.32827	 373.605	    3086	  710635
0.0659722	0.583392	 2.42057	  42.742	0.363121	 1.51429	0.129496	0.857039	0.384657	 1.79796	 99.0024	 4.32955	 373.426	 3086.16	  732299
0.0694444	  0.5826	 2.36526	  42.742	0.373892	 1.48124	0.131813	0.871004	0.399585	 1.81073	 99.0053	 4.33084	 373.245	 3086.31	  754015
0.0729167	  0.5819	 2.31386	  42.742	0.384655	 1.44891	 0.13416	0.884495	0.414363	 1.82365	 99.0081	 4.33212	 373.064	 3086.47	  775716
0.0763889	0.581284	  2.2661	  42.742	0.395378	 1.41729	0.136532	0.897498	0.429008	  1.8367	 99.0108	  4.3334	 372.882	 3086.61	  797333
0.0798611	0.580744	 2.22183	  42.742	0.406027	 1.38635	0.138926	0.909992	0.443531	 1.84989	 99.0132	 4.33469	 372.699	 3086.76	  818803
0.0833333	0.580275	 2.18086	  42.742	0.416574	 1.35609	0.141338	0.921961	0.457943	  1.8632	 99.0156	 4.33598	 372.515	  3086.9	  840066
0.0868055	0.579871	 2.14306	  42.742	0.426988	 1.32651	0.143763	 0.93338	0.472251	 1.87664	 99.0177	 4.33728	 372.331	 3087.04	  861062
0.0902778	0.579528	 2.10828	  42.742	0.437243	 1.29761	0.146196	 0.94423	0.486463	 1.89021	 99.0197	 4.33858	 372.145	 3087.18	  881736
 0.09375	0.579241	 2.07633	  42.742	0.447316	 1.26937	0.148632	0.954503	0.500585	 1.90389	 99.0216	 4.33988	  371.96	 3087.31	  902041
0.0972222	0.579005	 2.04704	  42.742	0.457186	 1.24179	0.151067	0.964192	0.514623	 1.91768	 99.0233	  4.3412	 371.773	 3087.45	  921937
0.100694	0.578819	  2.0203	  42.742	0.466831	 1.21487	0.153494	 0.97328	0.528581	 1.93158	 99.0249	 4.34252	 371.586	 3087.58	  941380
0.104167	 0.57868	 1.99594	  42.742	0.476237	 1.18859	 0.15591	0.981764	0.542462	 1.94559	 99.0264	 4.34385	 371.399	  3087.7	  960340
0.107639	0.578584	 1.97386	  42.742	0.485385	 1.16297	0.158307	 0.98963	0.556268	 1.95969	 99.0277	 4.34518	 371.211	 3087.83	  978779
0.111111	 0.57853	 1.95392	  42.742	0.494263	   1.138	0.160683	0.996877	0.570002	 1.97388	 99.0288	 4.34653	 371.023	 3087.96	  996674
