#.t	.Aer_Anox_ZP.C(S_A)	.Aer_Anox_ZP.C(S_F)	.Aer_Anox_ZP.C(S_I)	.Aer_Anox_ZP.C(S_N2O)	.Aer_Anox_ZP.C(S_NH)	.Aer_Anox_ZP.C(S_NO)	.Aer_Anox_ZP.C(S_NO2)	.Aer_Anox_ZP.C(S_NO3)	.Aer_Anox_ZP.C(S_O)	.Aer_Anox_ZP.C(X_BA1)	.Aer_Anox_ZP.C(X_BA2)	.Aer_Anox_ZP.C(X_H)	.Aer_Anox_ZP.C(X_TSS)	.Aer_Anox_ZP.FluxN2O_gas
#d	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/d
       0	0.449869	 4.21568	  42.742	0.0460128	  2.3963	0.0565285	0.492947	0.0173533	 1.80465	 98.8969	 4.30192	 376.727	 3082.91	 92803.7
0.00347222	0.503965	 4.11592	  42.742	0.145036	 2.30193	0.0935028	0.496929	0.0471628	 1.72462	 98.9097	 4.30392	 376.539	    3083	  292520
0.00694444	0.543297	 4.04332	  42.742	0.185797	 2.23337	0.098202	0.547475	0.073954	 1.67113	 98.9192	 4.30572	 376.345	 3083.12	  374727
0.0104167	0.566475	  3.9243	  42.742	0.208562	  2.1727	0.0989568	0.575516	0.0989986	 1.64917	 98.9273	 4.30745	 376.171	 3083.29	  420639
0.0138889	 0.58017	 3.80002	  42.742	0.221078	 2.11877	0.0998264	0.599304	0.122137	 1.64402	 98.9343	 4.30907	 376.003	 3083.47	  445878
0.0173611	0.588215	 3.67734	  42.742	0.229892	 2.06913	0.101173	0.621057	0.143946	 1.64677	 98.9407	 4.31062	 375.836	 3083.66	  463652
0.0208333	0.592669	 3.55711	  42.742	0.237722	 2.02194	0.102782	0.641232	0.164706	 1.65317	 98.9466	 4.31213	 375.669	 3083.86	  479442
0.0243056	0.594801	 3.44078	  42.742	 0.24555	  1.9766	0.104535	  0.6605	 0.18458	 1.66147	 98.9522	 4.31359	 375.503	 3084.05	  495227
0.0277778	0.595445	 3.32893	  42.742	0.253685	 1.93274	0.106369	0.679141	0.203703	 1.67087	 98.9575	 4.31502	 375.335	 3084.25	  511631
 0.03125	0.595141	 3.22191	  42.742	0.262202	 1.89019	0.108261	0.697292	0.222171	 1.68097	 98.9626	 4.31642	 375.167	 3084.44	  528805
0.0347222	 0.59427	 3.11986	  42.742	0.271092	 1.84877	0.110199	0.715039	0.240076	 1.69157	 98.9674	  4.3178	 374.998	 3084.62	  546732
0.0381944	0.593078	 3.02287	  42.742	0.280327	 1.80841	0.112178	0.732427	0.257489	 1.70254	  98.972	 4.31915	 374.828	 3084.81	  565354
0.0416667	0.591733	 2.93094	  42.742	0.289872	 1.76903	0.114198	0.749478	0.274472	 1.71381	 98.9764	 4.32049	 374.656	 3084.99	  584601
0.0451389	0.590345	 2.84403	  42.742	 0.29969	 1.73056	0.116257	0.766198	0.291077	 1.72533	 98.9806	 4.32182	 374.484	 3085.17	  604399
0.0486111	0.588984	 2.76209	  42.742	0.309749	 1.69297	0.118356	0.782579	0.307347	 1.73707	 98.9846	 4.32313	  374.31	 3085.34	  624682
0.0520833	 0.58769	 2.68495	  42.742	0.320011	 1.65621	0.120495	0.798616	0.323324	   1.749	 98.9885	 4.32443	 374.135	 3085.51	  645373
0.0555556	0.586488	 2.61249	  42.742	 0.33044	 1.62025	0.122671	0.814292	0.339043	 1.76111	 98.9921	 4.32572	 373.959	 3085.68	  666403
0.0590278	0.585388	  2.5446	  42.742	0.341003	 1.58508	0.124887	0.829583	0.354528	  1.7734	 98.9956	 4.32701	 373.782	 3085.84	  687702
  0.0625	0.584393	 2.48105	  42.742	0.351663	 1.55065	0.127138	0.844475	 0.36981	 1.78584	 98.9989	  4.3283	 373.604	    3086	  709196
0.0659722	  0.5835	 2.42171	  42.742	0.362386	 1.51696	0.129423	 0.85894	0.384907	 1.79843	  99.002	 4.32958	 373.425	 3086.16	  730815
0.0694444	0.582704	 2.36637	  42.742	0.373135	 1.48399	0.131741	0.872962	 0.39984	 1.81117	 99.0049	 4.33086	 373.244	 3086.31	  752488
0.0729167	0.581999	 2.31492	  42.742	0.383877	 1.45173	0.134087	0.886509	0.414622	 1.82405	 99.0077	 4.33215	 373.063	 3086.46	  774147
0.0763889	0.581377	 2.26711	  42.742	0.394579	 1.42017	0.136459	0.899568	0.429271	 1.83707	 99.0103	 4.33343	 372.881	 3086.61	  795724
0.0798611	0.580832	 2.22278	  42.742	 0.40521	 1.38928	0.138852	0.912119	0.443797	 1.85022	 99.0128	 4.33472	 372.698	 3086.76	  817156
0.0833333	0.580357	 2.18177	  42.742	0.415738	 1.35908	0.141263	0.924139	 0.45821	 1.86349	 99.0151	 4.33601	 372.514	  3086.9	  838381
0.0868055	0.579947	 2.14393	  42.742	0.426135	 1.32955	0.143687	0.935608	0.472518	 1.87689	 99.0173	 4.33731	  372.33	 3087.04	  859342
0.0902778	0.579598	 2.10909	  42.742	0.436375	  1.3007	 0.14612	0.946512	 0.48673	 1.89042	 99.0193	 4.33861	 372.144	 3087.18	  879984
 0.09375	0.579304	 2.07706	  42.742	0.446434	 1.27249	0.148555	0.956841	0.500851	 1.90405	 99.0212	 4.33992	 371.959	 3087.31	  900264
0.0972222	0.579062	 2.04772	  42.742	0.456291	 1.24495	0.150989	 0.96658	0.514888	  1.9178	 99.0229	 4.34123	 371.772	 3087.44	  920134
0.100694	0.578869	 2.02092	  42.742	0.465926	 1.21806	0.153415	 0.97572	0.528843	 1.93166	 99.0245	 4.34255	 371.585	 3087.58	  939555
0.104167	0.578723	  1.9965	  42.742	0.475322	 1.19181	 0.15583	0.984255	0.542721	 1.94562	 99.0259	 4.34388	 371.398	  3087.7	  958496
0.107639	0.578621	 1.97437	  42.742	0.484461	 1.16622	0.158227	0.992168	0.556523	 1.95967	 99.0272	 4.34522	  371.21	 3087.83	  976916
0.111111	 0.57856	 1.95439	  42.742	0.493332	 1.14127	0.160601	0.999462	0.570252	 1.97382	 99.0284	 4.34656	 371.022	 3087.96	  994796
0.114583	0.578538	 1.93641	  42.742	0.501926	 1.11695	0.162948	 1.00614	 0.58391	 1.98804	 99.0294	 4.34791	 370.834	 3088.08	1.01212e+06
0.118056	0.578554	 1.92034	  42.742	0.510232	 1.09326	0.165263	  1.0122	0.597497	 2.00234	 99.0303	 4.34928	 370.645	  3088.2	1.02886e+06
0.121528	0.578604	 1.90604	  42.742	0.518247	  1.0702	0.167541	 1.01764	0.611015	  2.0167	 99.0311	 4.35065	 370.456	 3088.32	1.04501e+06
   0.125	0.578687	 1.89344	  42.742	0.525962	 1.04777	0.169777	 1.02246	0.624462	 2.03112	 99.0317	 4.35203	 370.267	 3088.44	1.06056e+06
0.128472	0.578801	 1.88242	  42.742	0.533377	 1.02596	0.171969	 1.02668	0.637841	 2.04559	 99.0323	 4.35343	 370.078	 3088.55	1.0755e+06
0.131944	0.578943	 1.87291	  42.742	0.540485	 1.00476	 0.17411	  1.0303	0.651147	 2.06009	 99.0327	 4.35483	 369.889	 3088.67	1.08983e+06
0.135417	0.579112	  1.8648	  42.742	0.547288	0.984173	0.176198	 1.03331	0.664382	 2.07462	 99.0329	 4.35624	   369.7	 3088.78	1.10353e+06
0.138889	0.579304	 1.85802	  42.742	0.553787	0.964189	 0.17823	 1.03575	0.677545	 2.08916	 99.0331	 4.35766	  369.51	 3088.89	1.11663e+06
