#.t	.Aer_Anox_ZP.C(S_A)	.Aer_Anox_ZP.C(S_F)	.Aer_Anox_ZP.C(S_I)	.Aer_Anox_ZP.C(S_N2O)	.Aer_Anox_ZP.C(S_NH)	.Aer_Anox_ZP.C(S_NO)	.Aer_Anox_ZP.C(S_NO2)	.Aer_Anox_ZP.C(S_NO3)	.Aer_Anox_ZP.C(S_O)	.Aer_Anox_ZP.C(X_BA1)	.Aer_Anox_ZP.C(X_BA2)	.Aer_Anox_ZP.C(X_H)	.Aer_Anox_ZP.C(X_TSS)	.Aer_Anox_ZP.FluxN2O_gas
#d	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/d
       0	0.449869	 4.21568	  42.742	0.0460128	  2.3963	0.0565285	0.492947	0.0173533	 1.80465	 98.8969	 4.30192	 376.727	 3082.91	 92803.7
0.00347222	0.502969	  4.1097	  42.742	0.164441	 2.27552	0.103195	0.486614	 0.04675	 1.68132	 98.9136	 4.30388	 376.542	 3083.01	  331658
0.00694444	0.539502	 4.02027	  42.742	0.219999	  2.1842	 0.10863	 0.52247	0.0721543	 1.60762	 98.9264	 4.30555	 376.357	 3083.13	  443708
0.0104167	0.560001	 3.88475	  42.742	0.249225	 2.10668	0.108522	 0.53638	0.0955071	 1.58075	 98.9369	 4.30712	 376.194	  3083.3	  502650
0.0138889	0.571739	 3.74594	  42.742	0.264094	 2.03836	0.108682	0.547405	0.116965	 1.57541	 98.9461	 4.30858	 376.036	 3083.48	  532634
0.0173611	0.578538	 3.61088	  42.742	0.273818	  1.9753	0.109499	0.557695	0.137173	 1.57908	 98.9544	 4.30998	 375.877	 3083.68	  552243
0.0208333	0.582236	 3.48057	  42.742	 0.28214	 1.91544	0.110677	0.567617	0.156423	 1.58682	 98.9621	 4.31133	 375.719	 3083.87	  569025
0.0243056	0.583927	 3.35635	  42.742	0.290454	  1.8581	0.112057	0.577654	0.174869	 1.59673	 98.9695	 4.31265	 375.559	 3084.07	  585789
0.0277778	0.584368	 3.23842	  42.742	0.299212	 1.80286	 0.11356	0.587901	0.192659	 1.60792	 98.9764	 4.31395	 375.397	 3084.27	  603450
 0.03125	0.584018	 3.12692	  42.742	0.308538	 1.74949	0.115154	0.598353	0.209888	 1.62001	 98.9831	 4.31521	 375.234	 3084.46	  622255
0.0347222	0.583204	 3.02178	  42.742	0.318428	 1.69784	0.116824	0.608971	0.226644	 1.63275	 98.9894	 4.31646	  375.07	 3084.65	  642198
0.0381944	0.582146	 2.92284	  42.742	0.328839	 1.64777	0.118562	0.619703	0.242998	 1.64601	 98.9954	  4.3177	 374.904	 3084.84	  663191
0.0416667	 0.58099	  2.8301	  42.742	0.339724	 1.59924	0.120367	0.630488	0.259003	 1.65973	 99.0011	 4.31892	 374.736	 3085.02	  685141
0.0451389	0.579838	 2.74321	  42.742	0.351011	 1.55214	0.122235	0.641268	0.274721	 1.67384	 99.0066	 4.32014	 374.566	  3085.2	  707898
0.0486111	0.578751	 2.66206	  42.742	0.362642	 1.50641	0.124164	0.651984	0.290192	  1.6883	 99.0117	 4.32135	 374.395	 3085.38	  731351
0.0520833	 0.57777	  2.5864	  42.742	0.374554	 1.46202	0.126155	0.662581	0.305455	  1.7031	 99.0166	 4.32256	 374.222	 3085.55	  755371
0.0555556	0.576914	 2.51602	  42.742	0.386686	 1.41892	0.128204	0.673007	0.320542	  1.7182	 99.0212	 4.32376	 374.047	 3085.72	  779834
0.0590278	0.576193	 2.45062	  42.742	0.398976	 1.37706	 0.13031	0.683217	0.335485	  1.7336	 99.0256	 4.32497	 373.871	 3085.88	  804613
  0.0625	0.575611	 2.39011	  42.742	0.411366	 1.33644	0.132472	0.693158	0.350303	 1.74928	 99.0298	 4.32618	 373.693	 3086.05	  829594
0.0659722	0.575162	 2.33415	  42.742	0.423795	 1.29702	0.134687	0.702794	0.365022	 1.76523	 99.0336	 4.32739	 373.515	  3086.2	  854655
0.0694444	0.574839	 2.28251	  42.742	0.436209	 1.25878	0.136949	0.712085	0.379659	 1.78144	 99.0373	 4.32861	 373.334	 3086.36	  879683
0.0729167	0.574634	 2.23498	  42.742	0.448553	 1.22169	0.139257	0.720995	0.394229	 1.79791	 99.0407	 4.32984	 373.153	 3086.51	  904570
0.0763889	0.574538	 2.19137	  42.742	0.460775	 1.18575	0.141605	0.729488	0.408746	 1.81463	 99.0439	 4.33108	  372.97	 3086.66	  929211
0.0798611	0.574542	 2.15143	  42.742	0.472829	 1.15093	0.143988	0.737538	0.423221	 1.83159	 99.0468	 4.33232	 372.786	  3086.8	  953513
0.0833333	0.574636	 2.11495	  42.742	0.484673	 1.11723	0.146399	0.745121	0.437663	 1.84878	 99.0495	 4.33358	 372.602	 3086.95	  977390
0.0868055	0.574811	 2.08174	  42.742	0.496265	 1.08462	0.148833	0.752211	0.452081	 1.86619	  99.052	 4.33485	 372.416	 3087.09	1.00076e+06
0.0902778	0.575059	 2.05161	  42.742	 0.50757	 1.05309	0.151283	0.758788	 0.46648	 1.88382	 99.0543	 4.33613	 372.229	 3087.23	1.02355e+06
 0.09375	0.575373	  2.0244	  42.742	0.518555	 1.02264	0.153742	0.764833	0.480866	 1.90164	 99.0564	 4.33742	 372.042	 3087.36	1.04569e+06
0.0972222	0.575746	 1.99992	  42.742	0.529193	0.993259	0.156201	0.770334	0.495243	 1.91966	 99.0582	 4.33872	 371.854	  3087.5	1.06714e+06
0.100694	0.576169	 1.97799	  42.742	0.539466	0.964911	0.158655	0.775285	0.509612	 1.93785	 99.0599	 4.34004	 371.665	 3087.63	1.08784e+06
0.104167	0.576638	 1.95847	  42.742	0.549349	0.937598	0.161094	0.779674	0.523976	  1.9562	 99.0614	 4.34138	 371.476	 3087.76	1.10776e+06
0.107639	0.577147	 1.94119	  42.742	0.558831	0.911295	0.163513	0.783501	0.538334	 1.97469	 99.0626	 4.34273	 371.286	 3087.89	1.12687e+06
0.111111	 0.57769	 1.92603	  42.742	0.567899	0.885995	0.165902	0.786761	0.552688	  1.9933	 99.0637	 4.34409	 371.096	 3088.01	1.14515e+06
0.114583	0.578262	 1.91286	  42.742	0.576542	0.861681	0.168256	0.789455	0.567035	 2.01201	 99.0646	 4.34547	 370.905	 3088.13	1.16257e+06
0.118056	0.578858	 1.90156	  42.742	0.584753	0.838344	0.170566	0.791582	0.581373	 2.03081	 99.0653	 4.34686	 370.714	 3088.26	1.17911e+06
0.121528	0.579474	 1.89199	  42.742	0.592534	0.815952	0.172826	0.793157	  0.5957	 2.04966	 99.0658	 4.34827	 370.523	 3088.38	1.19479e+06
   0.125	0.580105	 1.88405	  42.742	0.599885	0.794488	 0.17503	0.794187	0.610012	 2.06854	 99.0661	  4.3497	 370.332	  3088.5	1.20961e+06
0.128472	0.580748	 1.87762	  42.742	0.606809	0.773929	0.177173	0.794687	0.624306	 2.08743	 99.0663	 4.35114	  370.14	 3088.61	1.22356e+06
0.131944	0.581397	 1.87262	  42.742	0.613308	 0.75426	0.179248	0.794665	0.638577	 2.10629	 99.0663	 4.35259	 369.948	 3088.73	1.23665e+06
0.135417	 0.58205	 1.86893	  42.742	0.619391	0.735453	0.181251	0.794141	 0.65282	 2.12512	 99.0661	 4.35406	 369.756	 3088.84	1.2489e+06
0.138889	0.582704	 1.86649	  42.742	0.625063	0.717488	0.183178	0.793131	 0.66703	 2.14387	 99.0658	 4.35555	 369.564	 3088.96	1.26033e+06
0.142361	0.583355	 1.86519	  42.742	0.630335	0.700338	0.185025	0.791654	0.681201	 2.16252	 99.0654	 4.35704	 369.372	 3089.07	1.27095e+06
0.145833	0.584001	 1.86497	  42.742	0.635215	0.683984	0.186788	 0.78973	0.695327	 2.18104	 99.0648	 4.35856	  369.18	 3089.18	1.28078e+06
0.149306	0.584639	 1.86574	  42.742	0.639718	0.668391	0.188466	0.787383	0.709402	 2.19941	 99.0641	 4.36008	 368.989	 3089.29	1.28985e+06
0.152778	0.585266	 1.86746	  42.742	0.643851	0.653545	0.190054	0.784631	0.723419	  2.2176	 99.0632	 4.36162	 368.797	  3089.4	1.29817e+06
 0.15625	0.585881	 1.87002	  42.742	0.647632	0.639408	0.191553	0.781504	0.737373	 2.23559	 99.0622	 4.36317	 368.605	 3089.51	1.30578e+06
0.159722	0.586482	  1.8734	  42.742	0.651067	0.625965	0.192959	0.778018	0.751254	 2.25335	 99.0611	 4.36474	 368.414	 3089.61	1.31269e+06
0.163194	0.587067	 1.87752	  42.742	0.654176	0.613179	0.194275	0.774205	0.765059	 2.27086	 99.0599	 4.36631	 368.222	 3089.72	1.31895e+06
0.166667	0.587635	 1.88233	  42.742	0.656968	0.601033	0.195497	0.770082	0.778779	  2.2881	 99.0586	  4.3679	 368.031	 3089.83	1.32457e+06
0.170139	0.588185	 1.88778	  42.742	 0.65946	0.589493	0.196628	0.765679	0.792408	 2.30505	 99.0571	  4.3695	  367.84	 3089.93	1.32958e+06
0.173611	0.588716	 1.89382	  42.742	0.661664	0.578536	0.197668	0.761018	0.805939	  2.3217	 99.0556	 4.37111	  367.65	 3090.03	1.33401e+06
0.177083	0.589227	 1.90041	  42.742	0.663593	0.568139	0.198616	0.756122	0.819367	 2.33802	  99.054	 4.37272	 367.459	 3090.14	1.33789e+06
0.180556	0.589717	  1.9075	  42.742	0.665263	 0.55827	0.199476	0.751016	0.832685	 2.35402	 99.0523	 4.37435	 367.269	 3090.24	1.34125e+06
0.184028	0.590186	 1.91507	  42.742	0.666682	0.548915	0.200248	 0.74572	0.845886	 2.36965	 99.0505	 4.37599	 367.079	 3090.34	1.3441e+06
  0.1875	0.590634	 1.92307	  42.742	0.667868	0.540042	0.200934	0.740257	0.858965	 2.38493	 99.0486	 4.37764	 366.889	 3090.44	1.34648e+06
0.190972	0.591061	 1.93146	  42.742	0.668833	0.531628	0.201536	0.734649	0.871918	 2.39985	 99.0466	 4.37929	   366.7	 3090.54	1.34841e+06
0.194444	0.591467	 1.94022	  42.742	0.669588	0.523653	0.202057	0.728916	0.884737	 2.41439	 99.0446	 4.38095	 366.511	 3090.64	1.34992e+06
0.197917	0.591852	 1.94931	  42.742	0.670146	0.516094	0.202499	0.723076	0.897419	 2.42855	 99.0425	 4.38262	 366.322	 3090.74	1.35103e+06
0.201389	0.592215	 1.95872	  42.742	0.670519	0.508929	0.202866	0.717149	0.909959	 2.44232	 99.0404	  4.3843	 366.134	 3090.84	1.35177e+06
0.204861	0.592558	 1.96841	  42.742	0.670716	0.502142	0.203158	0.711151	 0.92235	 2.45571	 99.0382	 4.38598	 365.946	 3090.93	1.35216e+06
0.208333	 0.59288	 1.97836	  42.742	0.670751	0.495709	 0.20338	  0.7051	0.934591	 2.46871	 99.0359	 4.38767	 365.758	 3091.03	1.35222e+06
0.211806	0.593183	 1.98854	  42.742	0.670634	0.489611	0.203535	 0.69901	0.946679	 2.48133	 99.0336	 4.38937	 365.571	 3091.13	1.35197e+06
0.215278	0.593466	 1.99894	  42.742	0.670373	0.483833	0.203625	0.692897	0.958607	 2.49356	 99.0312	 4.39107	 365.384	 3091.22	1.35144e+06
 0.21875	 0.59373	 2.00954	  42.742	 0.66998	0.478357	0.203654	0.686773	0.970374	  2.5054	 99.0288	 4.39278	 365.197	 3091.32	1.35063e+06
0.222222	0.593975	 2.02032	  42.742	0.669464	0.473167	0.203625	0.680651	0.981978	 2.51688	 99.0263	 4.39449	 365.011	 3091.42	1.34958e+06
0.225694	0.594202	 2.03126	  42.742	0.668832	0.468249	0.203541	0.674543	0.993413	 2.52797	 99.0238	 4.39621	 364.825	 3091.51	1.3483e+06
0.229167	0.594413	 2.04235	  42.742	0.668094	0.463586	0.203405	 0.66846	 1.00468	 2.53869	 99.0213	 4.39793	  364.64	 3091.61	1.3468e+06
0.232639	0.594606	 2.05357	  42.742	0.667259	0.459163	 0.20322	 0.66241	 1.01578	 2.54906	 99.0187	 4.39965	 364.455	  3091.7	1.3451e+06
0.236111	0.594783	 2.06491	  42.742	0.666332	0.454971	0.202989	0.656404	  1.0267	 2.55906	 99.0161	 4.40138	  364.27	 3091.79	1.34322e+06
0.239583	0.594945	 2.07635	  42.742	0.665323	0.450995	0.202714	0.650448	 1.03745	 2.56872	 99.0135	 4.40311	 364.086	 3091.89	1.34118e+06
0.243056	0.595091	 2.08789	  42.742	0.664237	0.447224	  0.2024	0.644551	 1.04802	 2.57804	 99.0108	 4.40485	 363.902	 3091.98	1.33898e+06
