#.t	.Aer_Anox_ZP.C(S_A)	.Aer_Anox_ZP.C(S_F)	.Aer_Anox_ZP.C(S_I)	.Aer_Anox_ZP.C(S_N2O)	.Aer_Anox_ZP.C(S_NH)	.Aer_Anox_ZP.C(S_NO)	.Aer_Anox_ZP.C(S_NO2)	.Aer_Anox_ZP.C(S_NO3)	.Aer_Anox_ZP.C(S_O)	.Aer_Anox_ZP.C(X_BA1)	.Aer_Anox_ZP.C(X_BA2)	.Aer_Anox_ZP.C(X_H)	.Aer_Anox_ZP.C(X_TSS)	.Aer_Anox_ZP.FluxN2O_gas
#d	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/d
       0	0.449869	 4.21568	  42.742	0.0460128	  2.3963	0.0565285	0.492947	0.0173533	 1.80465	 98.8969	 4.30192	 376.727	 3082.91	 92803.7
0.00347222	0.508546	 4.14331	  42.742	0.0616146	 2.46797	0.0276146	0.530336	0.0304048	 2.07121	 98.8892	 4.30274	 376.526	 3082.98	  124270
0.00694444	0.560087	   4.145	  42.742	0.0522859	 2.51317	0.0254007	0.624992	0.0445334	 2.18649	 98.8867	 4.30384	 376.295	 3083.09	  105454
0.0104167	0.597188	 4.11953	  42.742	0.0498706	 2.55144	0.0273164	0.710435	0.0594164	 2.26796	 98.8852	 4.30519	 376.074	 3083.25	  100581
0.0138889	0.622746	  4.0848	  42.742	0.0512079	 2.58572	0.0296431	0.792848	0.0740144	 2.32694	 98.8841	 4.30658	  375.86	 3083.42	  103278
0.0173611	0.639962	  4.0431	  42.742	0.0538777	 2.61844	0.0318501	0.871635	0.0882708	 2.37407	 98.8829	 4.30796	 375.649	  3083.6	  108662
0.0208333	0.651207	 3.99463	  42.742	0.0568286	 2.65024	0.0338529	0.946269	0.102153	 2.41385	 98.8817	 4.30934	 375.443	 3083.78	  114613
0.0243056	0.658228	 3.94108	  42.742	0.0596887	 2.68147	0.0356621	 1.01702	0.115634	 2.44865	 98.8802	  4.3107	  375.24	 3083.96	  120380
0.0277778	0.662332	 3.88379	  42.742	0.0623293	 2.71234	0.0372995	 1.08419	0.128719	 2.47998	 98.8786	 4.31204	  375.04	 3084.15	  125705
 0.03125	0.664447	 3.82385	  42.742	0.0647182	 2.74296	0.0387864	 1.14811	0.141419	 2.50878	 98.8768	 4.31335	 374.843	 3084.33	  130523
0.0347222	0.665231	 3.76216	  42.742	0.0668596	 2.77338	0.0401414	 1.20906	0.153749	 2.53565	 98.8748	 4.31464	 374.647	 3084.51	  134841
0.0381944	0.665151	 3.69946	  42.742	0.0687735	 2.80364	0.0413819	 1.26734	0.165729	 2.56102	 98.8727	  4.3159	 374.453	 3084.69	  138700
0.0416667	0.664521	 3.63632	  42.742	0.0704819	 2.83376	0.0425221	 1.32321	0.177378	 2.58519	 98.8704	 4.31714	 374.261	 3084.87	  142145
0.0451389	0.663552	 3.57323	  42.742	0.0720048	 2.86375	0.0435733	 1.37686	0.188711	 2.60833	 98.8679	 4.31836	 374.069	 3085.05	  145216
0.0486111	0.662386	 3.51055	  42.742	0.0733628	 2.89361	0.0445458	  1.4285	0.199746	 2.63061	 98.8653	 4.31956	 373.879	 3085.22	  147954
0.0520833	0.661116	 3.44858	  42.742	0.0745743	 2.92335	0.0454486	  1.4783	  0.2105	 2.65212	 98.8626	 4.32073	 373.689	 3085.39	  150396
0.0555556	0.659797	 3.38757	  42.742	0.0756552	 2.95297	0.046289	  1.5264	0.220989	 2.67294	 98.8597	 4.32189	 373.499	 3085.55	  152576
0.0590278	0.658463	 3.32771	  42.742	0.0766194	 2.98247	0.0470734	 1.57294	0.231226	 2.69314	 98.8567	 4.32303	 373.309	 3085.72	  154520
  0.0625	0.657133	 3.26918	  42.742	0.0774784	 3.01186	0.0478066	   1.618	0.241223	 2.71277	 98.8536	 4.32415	  373.12	 3085.88	  156251
0.0659722	0.655815	 3.21207	  42.742	0.0782441	 3.04114	0.0484941	 1.66171	0.250993	 2.73185	 98.8504	 4.32526	 372.931	 3086.04	  157795
0.0694444	0.654512	 3.15649	  42.742	0.0789265	 3.07032	0.0491401	 1.70415	0.260548	 2.75044	  98.847	 4.32635	 372.742	  3086.2	  159170
0.0729167	0.653225	 3.10252	  42.742	0.0795334	 3.09939	0.049748	 1.74538	0.269896	 2.76856	 98.8436	 4.32743	 372.553	 3086.35	  160393
0.0763889	0.651953	 3.05023	  42.742	0.0800723	 3.12836	0.0503208	 1.78546	0.279047	 2.78621	 98.8401	 4.32849	 372.364	  3086.5	  161479
0.0798611	0.650693	 2.99964	  42.742	0.080551	 3.15723	0.050862	 1.82448	0.288011	 2.80344	 98.8365	 4.32954	 372.175	 3086.65	  162443
0.0833333	0.649443	 2.95081	  42.742	0.0809744	 3.18601	0.0513733	 1.86246	0.296792	 2.82025	 98.8328	 4.33058	 371.985	 3086.79	  163296
0.0868055	0.648203	 2.90375	  42.742	0.0813492	  3.2147	0.0518578	 1.89946	  0.3054	 2.83666	  98.829	 4.33161	 371.796	 3086.94	  164051
0.0902778	0.646972	 2.85847	  42.742	0.0816799	 3.24329	0.0523172	 1.93551	 0.31384	 2.85268	 98.8252	 4.33263	 371.606	 3087.08	  164717
 0.09375	0.645749	 2.81498	  42.742	0.0819707	 3.27181	0.0527533	 1.97065	0.322117	 2.86832	 98.8213	 4.33364	 371.416	 3087.22	  165303
0.0972222	0.644534	 2.77327	  42.742	0.0822266	 3.30024	0.053168	 2.00491	0.330239	  2.8836	 98.8173	 4.33464	 371.226	 3087.36	  165818
0.100694	 0.64333	 2.73332	  42.742	0.0824509	 3.32859	0.0535629	 2.03833	0.338209	 2.89852	 98.8132	 4.33563	 371.036	 3087.49	  166269
0.104167	0.642136	 2.69514	  42.742	0.0826468	 3.35686	0.053939	 2.07092	0.346031	 2.91309	 98.8091	 4.33661	 370.846	 3087.62	  166663
0.107639	0.640955	 2.65869	  42.742	0.0828177	 3.38506	0.054298	 2.10271	0.353709	 2.92732	 98.8049	 4.33758	 370.655	 3087.75	  167007
0.111111	0.639788	 2.62393	  42.742	0.0829666	 3.41319	0.0546409	 2.13373	0.361248	 2.94121	 98.8007	 4.33855	 370.465	 3087.88	  167306
0.114583	0.638636	 2.59085	  42.742	0.083096	 3.44124	0.0549689	   2.164	0.368651	 2.95477	 98.7964	 4.33951	 370.274	 3088.01	  167566
0.118056	0.637501	  2.5594	  42.742	0.0832084	 3.46922	0.0552831	 2.19352	0.375921	   2.968	 98.7921	 4.34046	 370.083	 3088.13	  167791
0.121528	0.636385	 2.52954	  42.742	0.0833058	 3.49713	0.0555842	 2.22233	0.383061	 2.98092	 98.7877	 4.34141	 369.893	 3088.26	  167987
   0.125	0.635289	 2.50126	  42.742	0.0833902	 3.52498	0.0558731	 2.25043	0.390072	 2.99352	 98.7832	 4.34235	 369.702	 3088.38	  168156
0.128472	0.634214	 2.47449	  42.742	0.0834635	 3.55275	0.0561506	 2.27784	0.396957	  3.0058	 98.7787	 4.34329	 369.511	  3088.5	  168302
0.131944	 0.63316	 2.44918	  42.742	0.0835273	 3.58046	0.0564176	 2.30458	 0.40372	 3.01778	 98.7742	 4.34422	  369.32	 3088.61	  168430
0.135417	 0.63213	  2.4253	  42.742	0.0835832	  3.6081	0.0566746	 2.33067	0.410363	 3.02946	 98.7696	 4.34514	 369.129	 3088.73	  168541
0.138889	0.631123	 2.40278	  42.742	0.0836324	 3.63568	0.0569223	 2.35611	0.416886	 3.04084	  98.765	 4.34606	 368.938	 3088.84	  168640
0.142361	 0.63014	  2.3816	  42.742	0.0836761	 3.66319	0.0571613	 2.38092	0.423293	 3.05192	 98.7603	 4.34697	 368.747	 3088.96	  168727
0.145833	0.629181	  2.3617	  42.742	0.0837155	 3.69064	0.0573921	 2.40511	0.429584	 3.06272	 98.7556	 4.34788	 368.556	 3089.07	  168805
0.149306	0.628247	 2.34304	  42.742	0.0837514	 3.71802	0.0576151	 2.42869	 0.43576	 3.07322	 98.7508	 4.34879	 368.365	 3089.18	  168876
0.152778	0.627337	 2.32558	  42.742	0.0837848	 3.74534	0.0578309	 2.45168	0.441825	 3.08344	 98.7461	 4.34969	 368.174	 3089.29	  168942
 0.15625	0.626451	 2.30924	  42.742	0.0838165	 3.77258	0.0580399	 2.47409	0.447779	 3.09338	 98.7413	 4.35059	 367.983	 3089.39	  169005
0.159722	0.625589	 2.29401	  42.742	0.083847	 3.79977	0.0582424	 2.49593	0.453623	 3.10305	 98.7364	 4.35148	 367.792	  3089.5	  169065
0.163194	 0.62475	 2.27981	  42.742	0.083877	 3.82688	0.0584388	 2.51722	0.459361	 3.11245	 98.7316	 4.35237	 367.602	 3089.61	  169125
0.166667	0.623935	 2.26663	  42.742	0.0839069	 3.85393	0.0586295	 2.53796	0.464991	 3.12158	 98.7267	 4.35325	 367.411	 3089.71	  169184
0.170139	0.623142	 2.25441	  42.742	0.0839373	 3.88091	0.0588147	 2.55816	0.470516	 3.13045	 98.7218	 4.35414	 367.221	 3089.81	  169244
0.173611	 0.62237	  2.2431	  42.742	0.0839686	 3.90783	0.0589948	 2.57784	0.475939	 3.13906	 98.7168	 4.35502	 367.031	 3089.91	  169306
0.177083	0.621621	 2.23267	  42.742	0.0840009	 3.93467	 0.05917	 2.59701	0.481258	 3.14742	 98.7119	 4.35589	 366.841	 3090.01	  169370
0.180556	0.620891	 2.22308	  42.742	0.0840347	 3.96145	0.0593405	 2.61568	0.486477	 3.15554	 98.7069	 4.35676	 366.651	 3090.11	  169437
0.184028	0.620182	  2.2143	  42.742	0.0840701	 3.98816	0.0595066	 2.63385	0.491594	  3.1634	 98.7019	 4.35763	 366.461	 3090.21	  169507
  0.1875	0.619493	 2.20628	  42.742	0.0841073	 4.01479	0.0596684	 2.65155	0.496613	 3.17103	 98.6969	  4.3585	 366.272	 3090.31	  169581
0.190972	0.618821	 2.19899	  42.742	0.0841464	 4.04136	0.0598262	 2.66878	0.501535	 3.17842	 98.6918	 4.35936	 366.083	 3090.41	  169659
0.194444	0.618168	  2.1924	  42.742	0.0841877	 4.06785	0.0599801	 2.68554	0.506359	 3.18558	 98.6868	 4.36022	 365.894	  3090.5	  169741
